index,target,generated,content_f1,word_f1,rouge1_f1,overlapping_content_words,bertscore_raw_f1
142,games we're happy campers and sixty eight world series comes,running really that got back one action get us go on now,0.0,0.0,0.0,,0.8283410668373108
143,father knows the mets finished last in nineteen sixty eight,say her really know and see said one  little now,0.0,0.0,0.10000000149011612,,0.8034311532974243
144,nineteen sixty nine straight from the cellar ninth place last,got around little one of us really back to another now twoing,0.0,0.0,0.0,,0.820486307144165
145,were even even coming into new york to shea stadium,back one got two around us little basket of piecess of went,0.0,0.0,0.0,,0.7788680791854858
149,manage to win without us wednesday night i'm ask there,hot now and she said say one so really know little,0.0,0.0,0.0,,0.8265209794044495
150,sudden my mother comes into the kitchen with two tickets,gotarmed in cold little one around said went really back twod,0.0,0.0,0.0,,0.821597158908844
151,the direction of the train we're going the opposite way,one that got u now two back i little know really around,0.0,0.0,0.0,,0.8244373798370361
152,mother arguing with the parking lot attendant because they want,my husband got started one he was two back really said,0.0,0.0,0.0,,0.8219555020332336
154,never let my kids go when i had the chance,bunch of friends get at back of said now one know really says say,0.0,0.0,0.0,,0.8208849430084229
155,close to our seats and we actually manage to slip,know get little around for really back now a one got,0.0,0.0,0.0,,0.8190373778343201
157,clutching my souvenir right field grass close to my heart,went back two her started really oneking about the got,0.0,0.0,0.0,,0.8175514340400696
161,people who welcomed new experiences and didn't secretly dread every,really felt they were like little even know never one now,0.0,0.0,0.0,,0.8042916059494019
162,new experience seeking adults by modeling confident behavior even though,one two people years now really get know little us a question,0.0,0.0,0.0,,0.8100879788398743
163,fake confidence traveling to and living in a foreign country,little that know two one now swallowed us people really years,0.0,0.0,0.0,,0.8113514184951782
165,the plane i immediately was aware that nothing was familiar,know around nownie little back this get really one you see,0.0,0.0,0.0,,0.8076997995376587
171,us trying to get us to buy all things chinese,now of see and and the sense of  little of it,0.0,0.0,0.0,,0.8293846845626831
172,quickly integrated himself into our shopping that day giving us,now said go came back to one say know get he really says,0.0,0.0,0.0,,0.8193139433860779
173,shopping guide for our art market excursions guiding our purchases,end up now really one know people get two new said,0.0,0.0,0.0,,0.8142097592353821
174,make shopping tolerable he made me look like a confident,even one know life people i felt really now timey,0.0,0.0,0.0,,0.8332546353340149
177,children are not good at keeping secrets related to surprises,worry now one said says you reallyll know say back get,0.0,0.0,0.0,,0.8090381622314453
179,vendors had always been very kind to use whatever english,two one timehe was a even and really now know little back,0.0,0.0,0.0,,0.8035513758659363
180,organized in long rows of empenair stalls i brace myself,shipping one is two now know go back get around little reallye,0.0,0.0,0.0,,0.798056960105896
181,witnessing my incredibly calm approach at bridging this communication gap,bug and usually now one and sends and get know really,0.0,0.0,0.0,,0.814082682132721
183,meaning men holding various sized statues of roosters all calling,newspaper and father seems to say now one and said really know back,0.0,0.0,0.0,,0.8010525703430176
185,the boys are witnessing me panic and completely lose control,littlen time one even get most personality people really know intentions never now,0.0,0.0,0.0,,0.8148401379585266
186,model less confident behavior as i grabbed their hands announcing,got reported now the mailing know you go really get one back,0.0,0.0,0.0,,0.8335907459259033
190,lost on the boys the only thing they've taken away,really whole now says say story one know tv she said,0.0,0.0,0.0,,0.8177645802497864
194,weeks in the hospital weeks blind and mute as well,effects of littles which one around side really flushed back,0.0,0.0,0.0,,0.8239416480064392
196,made a promise to god that um if god delivers,back two said one get all now us when we know,0.0,0.0,0.0,,0.8196540474891663
201,squeaky round styrofoam plate with bunch of yellow rice on,went around the back two really get one now little our know,0.0,0.0,0.0,,0.7962658405303955
203,remember the plate flying and yellow rice everywhere like confetti,see get got hands out little us now one around back know,0.0,0.0,0.0,,0.7807099223136902
205,heard another thud and then i kind of heard and,timeers s around us back two the one they had got,0.0,0.0,0.0,,0.817663848400116
207,eyes closed and her mouth open and blood was trickling,a back around on a one little swimming get says see really know,0.0,0.0,0.0,,0.7808923721313477
208,driving vijay we were at the temple vijay vijay vijay,know my uncle one now misses us get he see he says two really people,0.0,0.0,0.0,,0.8106884956359863
209,you awake if you're awake say something say something please,now there so my dad two back one really around us know get,0.0,0.0,0.0,,0.8060370683670044
211,i started feeling things i started feeling hot and cold,get me back now know because one really little starts around,0.0,0.0,0.095238097012043,,0.7955428957939148
212,kept getting louder and louder the silence then i finally,go little this get see know as your back now,0.0,0.0,0.10000000149011612,,0.8079920411109924
216,i remember being incredibly uncomfortable in a cold hospital bed,six now he i'm get around the backs really,0.0,0.0,0.10000000149011612,,0.845888614654541
218,took us a long time to heal my stepfather broke,green shirt two blue little blue haire now got back around one,0.0,0.0,0.0,,0.7971630692481995
221,got this very beautiful thin scratch of a surgery incision,said to  one lab and she will  nowescent get,0.0,0.0,0.0,,0.7988218665122986
227,dangerous edgy pictures of women and he wants to shoot,they  put their back one two red around see the know us now really said,0.0,0.0,0.0,,0.8194946050643921
228,somebody else thinking you're cool can make you think differently,people around now time invitations are back one know really,0.0,0.0,0.0,,0.8204752802848816
236,corn pone magnolia blossom accent young man i'm wondering if,camps in dian one two white and wearing ring reallys,0.0,0.0,0.0,,0.8036736249923706
239,louisville kentucky uh once a year jose greco came through,one member the school went she was the around really show,0.0,0.0,0.0,,0.8030024766921997
240,shawls the loud clacking of the feet and everything course,back us now got get one one really in two around,0.0,0.0,0.0,,0.7998625636100769
242,devastated and the fact that i was twelve years old,think of one day now walking maybe a little to see to know,0.0,0.0,0.0,,0.8235637545585632
251,hole somehow uh bought a fitbit uh i was always,little now the child it got one back two around really,0.0,0.0,0.0,,0.810917317867279
256,there who wants to teach the senior citizen fitness class,now really said know two councils people all get one,0.0,0.0,0.0,,0.8281802535057068
259,columbus ohio take the silver sneakers training and silver sneakers,mother a guide not now know really years pain two one,0.0,0.0,0.0,,0.7920662760734558
260,people on sunday night the dancers on sunday night and,you know long back of go two around  one chair,0.0,0.0,0.0,,0.8027468919754028
